CLAVE DE LA NORMA,TITULO,F. PUBLICACIÓN,F. ENTRADA EN VIGOR,TIPO NORMA,NORMA INTERNACIONAL,PRODUCTO,CONCORDANCIA,RAE,DEPENDENCIA,CCNN,DOCUMENTO
NOM-046-SCT2/2010,"ESPECIFICACIONES Y CARACTERÍSTICAS RELATIVAS AL DISEÑO, CONSTRUCCIÓN, INSPECCIÓN Y PRUEBAS DE CISTERNAS PORTÁTILES DE GASES LICUADOS NO REFRIGERADOS.",2010-05-26T00:00:00Z,2010-08-18T00:00:00Z,DEFINITIVA,RECOMENDACIONES RELATIVAS AL TRANSPORTE DE MERCANCÍAS PELIGROSAS.,RECIPIENTES PARA CONTENER GAS L.P.,TOTALMENTE,AUTO TRANSPORTE DE CARGA,S. COMUNICACIONES Y TRANSPORTES,CCNN DE TRANSPORTE TERRESTRE (SCT2),http://www.economia-noms.gob.mx/normas/noms/2010/046sct22010.pdf
NOM-046-SEMARNAT-1993,"QUE ESTABLECE LOS NIVELES MÁXIMOS PERMISIBLES DE EMISIÓN A LA  ATMÓSFERA DE BIÓXIDO DE AZUFRE, NEBLINAS DE TRIÓXIDO DE AZUFRE Y ÁCIDO  SULFÚRICO, PROVENIENTES DE PROCESOS DE PRODUCCIÓN DE ÁCIDO DODECILBENCENSULFÓNICO",1993-10-22T00:00:00Z,1993-10-23T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,PROTECCION AMBIENTAL,NO APLICA,MANEJO DE DESECHOS Y SERVICIOS DE REMEDIACIÓN,SEMARNAT,CCNN PARA LA PROTECCION AMBIENTAL (ECOL).,http://www.economia-noms.gob.mx/normas/noms/1993/046ecol.pdf
NOM-046-SSA2-2005,"MODIFICACIÓN A LA NORMA OFICIAL MEXICANA NOM-190-SSA1-1999, PRESTACIÓN DE SERVICIOS DE SALUD. CRITERIOS PARA LA ATENCIÓN MÉDICA DE LA VIOLENCIA FAMILIAR, PARA QUEDAR COMO NOM-046-SSA2-2005. VIOLENCIA FAMILIAR, SEXUAL Y CONTRA LAS MUJERES. CRITERIOS PARA LA PREVENCIÓN Y ATENCIÓN.",2009-04-16T00:00:00Z,2009-04-17T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA,PROTECCION HUMANA,NO APLICA,ACTIVIDADES DEL GOBIERNO,SECRETARÍA DE SALUD,CCNN DE PREVENCION Y CONTROL DE ENFERMEDADES (SSA2).,http://www.economia-noms.gob.mx/normas/noms/2009/046ssa12009.pdf
NOM-046-ZOO-1995,SISTEMA NACIONAL DE VIGILANCIA EPIZOOTIOLÓGICA.,1997-02-19T00:00:00Z,1997-02-20T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,"CARNE (BOVINO, EQUINO, OVINO Y PORCINO)",NO APLICA,ACTIVIDADES DEL GOBIERNO,SAGARPA,CCNN DE PROTECCION ZOOSANITARIA (ZOO),http://www.economia-noms.gob.mx/normas/noms/1997/046-zoo.pdf
NOM-047-SAG/PESC-2014,"PARA LA IDENTIFICACIÓN DEL ORIGEN DE CAMARONES CULTIVADOS, DE AGUAS MARINAS Y DE ESTEROS, MARISMAS Y BAHÍAS.",2014-04-15T00:00:00Z,2014-06-14T00:00:00Z,DEFINITIVA,NO HAY NORMAS EQUIVALENTES,CAMARON,NO APLICA,"PESCA, CAZA Y CAPTURA",SAGARPA,CCNN DE NORMALIZACIÓN AGROALIMENTARIA (SAGARPA),http://www.economia-noms.gob.mx/normas/noms/2010/047sagpesc2014.pdf
NOM-047-SEMARNAT-1999,"QUE ESTABLECE LAS CARACTERÍSTICAS DEL EQUIPO Y EL PROCEDIMIENTO DE MEDICIÓN PARA LA VERIFICACIÓN DE LOS LÍMITES DE EMISIÓN DE CONTAMINANTES, PROVENIENTES DE LOS VEHÍCULOS AUTOMOTORES EN CIRCULACIÓN QUE USAN GASOLINA, GAS LICUADO DE PETRÓLEO, GAS NATURAL U OTROS COMBUSTIBLES ALTERNOS.",2000-05-10T00:00:00Z,2000-08-02T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,PROTECCION AMBIENTAL,NO APLICA,MANEJO DE DESECHOS Y SERVICIOS DE REMEDIACIÓN,SEMARNAT,CCNN PARA LA PROTECCION AMBIENTAL (ECOL).,http://www.economia-noms.gob.mx/normas/noms/2000/047ecol.pdf
NOM-047-SSA1-2011,SALUD AMBIENTAL-INDICES BIOLÓGICOS DE EXPOSICIÓN PARA EL PERSONAL OCUPACIONALMENTE EXPUESTO A SUSTANCIAS QUÍMICAS.,2012-06-06T00:00:00Z,2012-12-03T00:00:00Z,DEFINITIVA,ESTA NORMA NO CONCUERDA CON NINGUNA NORMA INTERNACIONAL.,PROTECCION HUMANA,NO APLICA,ACTIVIDADES DEL GOBIERNO,SECRETARÍA DE SALUD,CCNN DE REGULACION Y FOMENTO SANITARIO (SSA1),http://www.economia-noms.gob.mx/normas/noms/2010/047ssa12012.pdf
NOM-047-ZOO-1995,"REQUISITOS MÍNIMOS PARA LAS VACUNAS, BACTERINAS Y ANTÍGENOS EMPLEADOS  EN LA PREVENCIÓN Y CONTROL DE LA SALMONELOSIS AVIAR.",1997-03-11T00:00:00Z,1997-03-12T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,VACUNAS,NO APLICA,SERVICIOS RELACIONADOS CON LAS ACTIVIDADES AGROPECUARIAS Y FORESTALES,SAGARPA,CCNN DE PROTECCION ZOOSANITARIA (ZOO),http://www.economia-noms.gob.mx/normas/noms/1997/047-zoo.pdf
NOM-048-SCFI-1997,INSTRUMENTOS DE MEDICIÓN-RELOJES REGISTRADORES DE TIEMPO-ALIMENTADOS  CON DIFERENTES FUENTES DE ENERGÍA (ESTA NORMA CANCELA LA  NMX-J-382-1980).,1998-11-30T00:00:00Z,2003-06-11T00:00:00Z,DEFINITIVA,ESTA NORMA NO CONCUERDA CON NINGUNA NORMA INTERNACIONAL,RELOJES,NO APLICA,"FABRICACIÓN DE EQUIPO DE COMPUTACIÓN, COMUNICACIÓN, DE MEDICIÓN Y DE OTROS EQUIPOS, COMPONENTES Y AC",SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/1998/048scfi.pdf
NOM-048-SEMARNAT-1993,"QUE ESTABLECE LOS NIVELES MÁXIMOS PERMISIBLES DE EMISIÓN DE  HIDROCARBUROS, MONÓXIDO DE CARBONO Y HUMO, PROVENIENTES DEL ESCAPE DE  LAS MOTOCICLETAS EN CIRCULACIÓN QUE UTILIZAN GASOLINA O MESCLAGASOLINA-ACEIT COMO COMBUSTIBLE",1993-10-22T00:00:00Z,1993-10-23T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,PROTECCION AMBIENTAL,NO APLICA,MANEJO DE DESECHOS Y SERVICIOS DE REMEDIACIÓN,SEMARNAT,CCNN PARA LA PROTECCION AMBIENTAL (ECOL).,http://www.economia-noms.gob.mx/normas/noms/1993/048ecol.pdf
NOM-048-SSA1-1993,QUE ESTABLECE EL MÉTODO NORMALIZADO PARA LA EVALUACIÓN DE RIESGOS A LA  SALUD COMO CONSECUENCIA DE AGENTES AMBIENTALES.,1996-01-09T00:00:00Z,1996-01-10T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,PROTECCION HUMANA,NO APLICA,MANEJO DE DESECHOS Y SERVICIOS DE REMEDIACIÓN,SECRETARÍA DE SALUD,CCNN DE REGULACION Y FOMENTO SANITARIO (SSA1),http://www.economia-noms.gob.mx/normas/noms/1996/048-ssa1.pdf
NOM-048-ZOO-1996,REQUISITOS MÍNIMOS PARA LAS VACUNAS CONTRA LA ENFERMEDAD DE AUJESZKY.,1997-03-12T00:00:00Z,1997-03-13T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,VACUNAS,NO APLICA,SERVICIOS RELACIONADOS CON LAS ACTIVIDADES AGROPECUARIAS Y FORESTALES,SAGARPA,CCNN DE PROTECCION ZOOSANITARIA (ZOO),http://www.economia-noms.gob.mx/normas/noms/1997/048-zoo.pdf
NOM-049-SAG/PESC-2014,QUE DETERMINA EL PROCEDIMIENTO PARA ESTABLECER ZONAS DE REFUGIO PARA LOS RECURSOS PESQUEROS EN AGUAS DE JURISDICCIÓN FEDERAL DE LOS ESTADOS UNIDOS MEXICANOS.,2014-04-14T00:00:00Z,2014-06-13T00:00:00Z,DEFINITIVA,NO EXISTEN NORMAS EQUIVALENTES.,PESCA,NO APLICA,"PESCA, CAZA Y CAPTURA",SAGARPA,CCNN DE NORMALIZACIÓN AGROALIMENTARIA (SAGARPA),http://www.economia-noms.gob.mx/normas/noms/2010/049sagpesc2014.pdf
NOM-049-SEMARNAT-1993,"QUE ESTABLECE LAS CARACTERÍSTICAS DEL EQUIPO Y EL PROCEDIMIENTO DE  MEDICIÓN, PARA LA VERIFICACIÓN DE LOS NIVELES DE EMISIÓN DE GASES  CONTAMINANTES, PROVENIENTES DE LAS MOTOCICLETAS EN CIRCULACIÓN QUE USAN GASOLINA O MEZCLA DE GASOLINA-ACEITE COMO COMBUSTIBLE.",1993-10-22T00:00:00Z,1993-10-23T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,PROTECCION AMBIENTAL,NO APLICA,MANEJO DE DESECHOS Y SERVICIOS DE REMEDIACIÓN,SEMARNAT,CCNN PARA LA PROTECCION AMBIENTAL (ECOL).,http://www.economia-noms.gob.mx/normas/noms/1993/049ecol.pdf
NOM-049-ZOO-1996,REQUISITOS MÍNIMOS PARA LAS BACTERINAS EMPLEADAS EN LA PREVENCIÓN Y  CONTROL DE LA PASTEURELOSIS NEUMÓNICA BOVINA PRODUCIDA POR PASTEURELLA  MULTOCIDA SEROTIPOS,1997-03-03T00:00:00Z,1997-03-04T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,BACTERINAS,NO APLICA,SERVICIOS RELACIONADOS CON LAS ACTIVIDADES AGROPECUARIAS Y FORESTALES,SAGARPA,CCNN DE PROTECCION ZOOSANITARIA (ZOO),http://www.economia-noms.gob.mx/normas/noms/1997/049-zoo.pdf
NOM-05-TUR-2003,REQUISITOS MÍNIMOS DE SEGURIDAD A QUE DEBEN SUJETARSE LAS OPERADORAS DE BUCEO PARA GARANTIZAR LA PRESTACIÓN DEL SERVICIO.,2004-02-18T00:00:00Z,2004-04-18T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA,SERVICIOS,NO APLICA,"SERVICIOS ARTÍSTICOS Y DEPORTIVOS, Y OTROS SERVICIOS RELACIONADOS",SECRETARÍA DE TURISMO,CCNN TURISTICA (TUR),http://www.economia-noms.gob.mx/normas/noms/2004/05tur.pdf
NOM-050-PESC-2004,PESCA RESPONSABLE EN EL EMBALSE DEL LAGO DE TECOCOMULCO EN EL ESTADO DE HIDALGO. ESPECIFICACIONES PARA EL APROVECHAMIENTO DE LOS RECURSOS PESQUEROS.,2006-08-14T00:00:00Z,2006-07-31T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA,PESCADO,NO APLICA,"PESCA, CAZA Y CAPTURA",SAGARPA,CCNN DE NORMALIZACIÓN AGROALIMENTARIA (SAGARPA),http://www.economia-noms.gob.mx/normas/noms/2006/050pesc.pdf
NOM-050-SCFI-2004,INFORMACIÓN COMERCIAL-ETIQUETADO GENERAL DE PRODUCTOS.,2004-06-01T00:00:00Z,2004-07-31T00:00:00Z,DEFINITIVA,ISO. GUIDE 37 . INSTRUCTIONS FOR USE OF PRODUCTS OF CONSUMER INTEREST. FIRST EDITION 1995.,INFORMACION COMERCIAL,PARCIALMENTE,ACTIVIDADES DEL GOBIERNO,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2004/050scfi.pdf
NOM-050-SCT2-2001,DISPOSICIÓN PARA LA SEÑALIZACIÓN DE CRUCES A NIVEL DE CAMINOS Y CALLES CON VÍAS FÉRREAS.,2001-11-08T00:00:00Z,2002-01-07T00:00:00Z,DEFINITIVA,PROPUESTA DE LA ORGANIZACIÓN DE LAS NACIONES UNIDAS DE 1952,SERVICIOS,PARCIALMENTE,TRANSPORTE POR FERROCARRIL,S. COMUNICACIONES Y TRANSPORTES,CCNN DE TRANSPORTE TERRESTRE (SCT2),http://www.economia-noms.gob.mx/normas/noms/2001/050sct2.pdf
NOM-050-SEMARNAT-1993,"QUE ESTABLECE LOS NIVELES MÁXIMOS PERMISIBLES DE EMISIÓN DE GASES  CONTAMINANTES PROVENIENTES DEL ESCAPE DE LOS VEHÍCULOS AUTOMOTORES EN  CIRCULACIÓN QUE USAN GAS LICUADO DE PETRÓLEO, GAS NATURAL U OTROS COMBUSTIBLES ALTERNOS COMO COMBUSTIBLE.",1993-10-22T00:00:00Z,1993-10-23T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,PROTECCION AMBIENTAL,NO APLICA,MANEJO DE DESECHOS Y SERVICIOS DE REMEDIACIÓN,SEMARNAT,CCNN PARA LA PROTECCION AMBIENTAL (ECOL).,http://www.economia-noms.gob.mx/normas/noms/1993/050ecol.pdf
NOM-051-SCFI/SSA1-2010,ESPECIFICACIONES GENERALES DE ETIQUETADO PARA ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS PREENVASADOS-INFORMACIÓN COMERCIAL Y SANITARIA.,2010-04-05T00:00:00Z,2010-12-31T00:00:00Z,DEFINITIVA,CONSULTAR TEXTO DE LA NOM.,INFORMACION COMERCIAL,PARCIALMENTE,INDUSTRIA ALIMENTARÍA,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2010/051scfissa1mod.pdf
NOM-051-SCT2/2011,"ESPECIFICACIONES PARA LA CLASIFICACIÓN DE LAS SUBSTANCIAS INFECCIOSAS Y ESPECIFICACIONES ESPECIALES Y ADICIONALES PARA LA CONSTRUCCIÓN Y ENSAYO (PRUEBA) DE LOS ENVASES Y/O EMBALAJES QUE TRANSPORTEN SUBSTANCIAS INFECCIOSAS DE LA DIVISIÓN 6.2, CATEGORÍA A.",2011-12-08T00:00:00Z,2012-02-06T00:00:00Z,DEFINITIVA,CONSULTAR TEXTO DE LA NOM,SUBSTANCIAS PELIGROSAS,TOTALMENTE,SERVICIOS RELACIONADOS CON EL TRANSPORTE,S. COMUNICACIONES Y TRANSPORTES,CCNN DE TRANSPORTE TERRESTRE (SCT2),http://www.economia-noms.gob.mx/normas/noms/2010/051sct2011.pdf
NOM-051-SCT3-2011,"QUE REGULA LOS PROCEDIMIENTOS DE APLICACIÓN DEL SISTEMA MUNDIAL DE DETERMINACIÓN DE LA POSICIÓN (GPS), COMO MEDIO DE NAVEGACIÓN DENTRO DEL ESPACIO AÉREO MEXICANO.",2011-12-08T00:00:00Z,2012-02-06T00:00:00Z,DEFINITIVA,CONSULTAR TEXTO DE LA NOM,AERONAVES,TOTALMENTE,TRANSPORTE AÉREO,S. COMUNICACIONES Y TRANSPORTES,CCNN DE TRANSPORTE AEREO (SCT3),http://www.economia-noms.gob.mx/normas/noms/2010/053sct2011.pdf
NOM-051-ZOO-1995,TRATO HUMANITARIO EN LA MOVILIZACIÓN DE ANIMALES.,1998-03-23T00:00:00Z,1998-03-24T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,SERVICIOS,NO APLICA,GANADERÍA,SAGARPA,CCNN DE PROTECCION ZOOSANITARIA (ZOO),http://www.economia-noms.gob.mx/normas/noms/1998/051zoo.pdf
NOM-052-FITO-1995,POR LA QUE SE ESTABLECEN LOS REQUISITOS Y ESPECIFICACIONES  FITOSANITARIAS PARA PRESENTAR EL AVISO DE INICIO DE FUNCIONAMIENTO POR  LAS PERSONAS FÍSICAS O MORALES QUE SE DEDIQUEN A LA APLICACIÓN AÉREA DE PLAGUICIDAS AGRÍCOLAS.,1997-06-10T00:00:00Z,1997-06-11T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,PLAGUICIDAS,NO APLICA,AGRICULTURA,SAGARPA,CCNN DE PROTECCION FITOSANITARIA (FITO),http://www.economia-noms.gob.mx/normas/noms/1997/052-fito.pdf
NOM-052-SEMARNAT-2005,"QUE ESTABLECE LAS CARACTERÍSTICAS, EL PROCEDIMIENTO DE IDENTIFICACIÓN, CLASIFICACIÓN Y LOS LISTADOS DE LOS RESIDUOS PELIGROSOS.",2006-06-23T00:00:00Z,2006-09-21T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,RESIDUOS PELIGROSOS,NO APLICA,MANEJO DE DESECHOS Y SERVICIOS DE REMEDIACIÓN,SEMARNAT,CCNN PARA LA PROTECCION AMBIENTAL (ECOL).,http://www.economia-noms.gob.mx/normas/noms/2006/052semarnat.pdf
NOM-052-ZOO-1995,REQUISITOS MÍNIMOS PARA LAS VACUNAS EMPLEADAS EN LA PREVENCIÓN Y  CONTROL DE LA ENFERMEDAD DE NEWCASTLE.,1997-04-24T00:00:00Z,1997-04-25T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,VACUNAS,NO APLICA,SERVICIOS RELACIONADOS CON LAS ACTIVIDADES AGROPECUARIAS Y FORESTALES,SAGARPA,CCNN DE PROTECCION ZOOSANITARIA (ZOO),http://www.economia-noms.gob.mx/normas/noms/1997/052-zoo.pdf
NOM-053-SCFI-2000,ELEVADORES ELÉCTRICOS DE TRACCIÓN PARA PASAJEROS Y CARGA-ESPECIFICACIONES DE SEGURIDAD Y MÉTODOS DE PRUEBA PARA EQUIPOS NUEVOS.,2001-04-04T00:00:00Z,2001-11-22T00:00:00Z,DEFINITIVA,ESTA NORMA OFICIAL MEXICANA NO ES EQUIVALENTE CON NINGUNA NORMA INTERNACIONAL,ELEVADORES ELECTRICOS,NO APLICA,FABRICACIÓN DE EQUIPO DE TRANSPORTE,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2001/053scfi.pdf
NOM-053-SCT/2-2010,"TRANSPORTE TERRESTRE-CARACTERÍSTICAS Y ESPECIFICACIONES TÉCNICAS Y DE SEGURIDAD DE LOS EQUIPOS DE LAS GRÚAS PARA ARRASTRE, ARRASTRE Y SALVAMENTO.",2011-04-01T00:00:00Z,2011-05-31T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA,GRUAS,NO APLICA,SERVICIOS RELACIONADOS CON EL TRANSPORTE,S. COMUNICACIONES Y TRANSPORTES,CCNN DE TRANSPORTE TERRESTRE (SCT2),http://www.economia-noms.gob.mx/normas/noms/2010/053sct2011.pdf
NOM-053-SEMARNAT-1993,QUE ESTABLECE EL PROCEDIMIENTO PARA LLEVAR A CABO LA PRUEBA DE  EXTRACCIÓN PARA DETERMINAR LOS CONSTITUYENTES QUE HACEN A UN RESIDUO  PELIGROSO POR SU TOXICIDAD AL AMBIENTE.,1993-10-22T00:00:00Z,1993-10-23T00:00:00Z,DEFINITIVA,CODE OF FEDERAL REGULATIONS.,PROTECCION AMBIENTAL,PARCIALMENTE,MANEJO DE DESECHOS Y SERVICIOS DE REMEDIACIÓN,SEMARNAT,CCNN PARA LA PROTECCION AMBIENTAL (ECOL).,http://www.economia-noms.gob.mx/normas/noms/1993/053ecol.pdf
NOM-053-ZOO-1995,"REQUISITOS MÍNIMOS PARA LAS VACUNAS, ANTÍGENOS Y REACTIVOS EMPLEADOS  EN LA PREVENCIÓN Y CONTROL DE LA BRUCELOSIS EN LOS ANIMALES.",1997-10-28T00:00:00Z,1997-10-29T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,VACUNAS,NO APLICA,SERVICIOS RELACIONADOS CON LAS ACTIVIDADES AGROPECUARIAS Y FORESTALES,SAGARPA,CCNN DE PROTECCION ZOOSANITARIA (ZOO),http://www.economia-noms.gob.mx/normas/noms/1997/053-zoo.pdf
NOM-054-SCFI-1998,UTENSILIOS DOMÉSTICOS- OLLAS A PRESIÓN- SEGURIDAD (CANCELA A LA  NOM-054-SCFI-1994),1998-09-04T00:00:00Z,1998-11-03T00:00:00Z,DEFINITIVA,NO ESTABLECE CONCORDANCIA CON NORMA INTERNACIONAL,OLLAS A PRESION,NO APLICA,FABRICACIÓN DE PRODUCTOS METÁLICOS,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/1998/054scfi.pdf
NOM-054-SEMARNAT-1993,QUE ESTABLECE EL PROCEDIMIENTO PARA DETERMINAR LA INCOMPATIBILIDAD  ENTRE DOS O MÁS RESIDUOS CONSIDERADOS COMO PELIGROSOS POR LA NORMA  OFICIAL MEXICANA NOM-052-ECOL-1993.,1993-10-22T00:00:00Z,1993-10-23T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,PROTECCION AMBIENTAL,NO APLICA,MANEJO DE DESECHOS Y SERVICIOS DE REMEDIACIÓN,SEMARNAT,CCNN PARA LA PROTECCION AMBIENTAL (ECOL).,http://www.economia-noms.gob.mx/normas/noms/1993/054ecol.pdf
NOM-054-ZOO-1996,ESTABLECIMIENTO DE CUARENTENAS PARA ANIMALES Y SUS PRODUCTOS.,1998-06-08T00:00:00Z,1998-06-09T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,"CARNE (BOVINO, EQUINO, OVINO Y PORCINO)",NO APLICA,GANADERÍA,SAGARPA,CCNN DE PROTECCION ZOOSANITARIA (ZOO),http://www.economia-noms.gob.mx/normas/noms/1998/054-zoo.pdf
NOM-055-SCFI-1994,INFORMACIÓN COMERCIAL-MATERIALES RETARDANTES Y/O INHIBIDORES DE FLAMA  Y/O IGNÍFUGOS-ETIQUETADO.,1994-12-08T00:00:00Z,1994-12-09T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,MATERIALES RETARDANTES,NO APLICA,INDUSTRIA QUÍMICA,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/1994/055-scfi.pdf
NOM-055-SCT2-2000,"PARA VÍA CONTINUA, UNIÓN DE RIELES MEDIANTE SOLDADURA.",2001-05-08T00:00:00Z,2001-07-07T00:00:00Z,DEFINITIVA,CONCUERDA CON LAS RECOMENDACIONES DEL A.R.E.A. ASOCIACIÓN AMERICANA DE INGENIEROS FERROCARRILEROS,EQUIPO DE ARRASTRE FERROVIARIO,TOTALMENTE,TRANSPORTE POR FERROCARRIL,S. COMUNICACIONES Y TRANSPORTES,CCNN DE TRANSPORTE TERRESTRE (SCT2),http://www.economia-noms.gob.mx/normas/noms/2001/055sct2.pdf
NOM-055-SEMARNAT-2003,QUE ESTABLECE LOS REQUISITOS QUE DEBEN REUNIR LOS SITIOS QUE SE DESTINARÁN PARA UN CONFINAMIENTO CONTROLADO DE RESIDUOS PELIGROSOS PREVIAMENTE ESTABILIZADOS.,2004-11-03T00:00:00Z,2004-01-02T00:00:00Z,DEFINITIVA,NO AEXISTE CONCORDANCIA,PROTECCION AMBIENTAL,NO APLICA,MANEJO DE DESECHOS Y SERVICIOS DE REMEDIACIÓN,SEMARNAT,CCNN PARA LA PROTECCION AMBIENTAL (ECOL).,http://www.economia-noms.gob.mx/normas/noms/2004/055semarnat.pdf
NOM-055-ZOO-1995,REQUISITOS MÍNIMOS PARA LA ELABORACIÓN DE VACUNAS EMULSIONADAS  INACTIVADAS CONTRA LA INFLUENZA AVIAR SUBTIPO H5N2.,1998-06-29T00:00:00Z,1998-06-30T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,VACUNAS,NO APLICA,SERVICIOS RELACIONADOS CON LAS ACTIVIDADES AGROPECUARIAS Y FORESTALES,SAGARPA,CCNN DE PROTECCION ZOOSANITARIA (ZOO),http://www.economia-noms.gob.mx/normas/noms/1998/055-zoo.pdf
NOM-056-SCT1-1993,DEFINICIONES PARA FUENTES DE ALIMENTACIÓN UTILIZADAS EN TELEFONÍA.,1994-12-06T00:00:00Z,1994-12-07T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,EQUIPOS Y SISTEMAS DE COMUNICACION,NO APLICA,"RADIO, TELEVISIÓN Y OTRAS TELECOMUNICACIONES",S. COMUNICACIONES Y TRANSPORTES,CCNN DE TELECOMUNICACIONES (SCT1),http://www.economia-noms.gob.mx/normas/noms/1994/056-sct1.pdf
NOM-056-SCT2-2000,PARA DURMIENTES DE MADERA.,2001-05-02T00:00:00Z,2001-07-02T00:00:00Z,DEFINITIVA,"ESTA NORMA OFICIAL MEXICANA, NO CONCUERDA CON NORMAS INTERNACIONALES.",EQUIPO DE ARRASTRE FERROVIARIO,NO APLICA,TRANSPORTE POR FERROCARRIL,S. COMUNICACIONES Y TRANSPORTES,CCNN DE TRANSPORTE TERRESTRE (SCT2),http://www.economia-noms.gob.mx/normas/noms/2001/056sct2.pdf
NOM-056-SEMARNAT-1993,QUE ESTABLECE LOS REQUISITOS PARA EL DISEÑO Y CONSTRUCCIÓN DE LAS  OBRAS COMPLEMENTARIAS DE UN CONFINAMIENTO CONTROLADO DE RESIDUOS  PELIGROSOS.,1993-10-22T00:00:00Z,1993-10-23T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,PROTECCION AMBIENTAL,NO APLICA,MANEJO DE DESECHOS Y SERVICIOS DE REMEDIACIÓN,SEMARNAT,CCNN PARA LA PROTECCION AMBIENTAL (ECOL).,http://www.economia-noms.gob.mx/normas/noms/1993/056ecol.pdf
NOM-056-ZOO-1995,ESPECIFICACIONES TÉCNICAS PARA LAS PRUEBAS DIAGNÓSTICAS QUE REALICEN  LOS LABORATORIOS DE PRUEBAS APROBADOS EN MATERIA ZOOSANITARIA.,1999-02-22T00:00:00Z,1999-04-05T00:00:00Z,DEFINITIVA,ESTA NORMA OFICIAL MEXICANA NO ES EQUIVALENTE A ALGUNA NORMA INTERNACIONAL.,SERVICIOS,NO APLICA,SERVICIOS RELACIONADOS CON LAS ACTIVIDADES AGROPECUARIAS Y FORESTALES,SAGARPA,CCNN DE PROTECCION ZOOSANITARIA (ZOO),http://www.economia-noms.gob.mx/normas/noms/1999/056zoo.pdf
NOM-057-FITO-1995,POR LA QUE SE ESTABLECEN LOS REQUISITOS Y ESPECIFICACIONES  FITOSANITARIAS PARA EMITIR EL DICTAMEN DE ANÁLISIS DE RESIDUOS DE  PLAGUICIDAS.,1996-07-30T00:00:00Z,1996-07-31T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,PLAGUICIDAS,NO APLICA,SERVICIOS RELACIONADOS CON LAS ACTIVIDADES AGROPECUARIAS Y FORESTALES,SAGARPA,CCNN DE PROTECCION FITOSANITARIA (FITO),http://www.economia-noms.gob.mx/normas/noms/1996/057-fito.pdf
